city_id,year,country_id,cp_active,lez_active,cp_impl_year,lez_impl_year,cp_announce_year,lez_announce_year,unemployment,education_share,public_transit_score,road_km_pc,tourism_intensity,logistics_activity,pm25,political_green,fiscal_capacity,electoral_competitiveness,ngo_environment_index,national_climate_pact,temp_anomaly,precip,heating_degree_days,renewable_electricity_share,fleet_diesel_share,fleet_petrol_share,fleet_electric_share,industry_manufacturing,industry_services,industry_logistics,industry_public,elevation,coastal,latitude_zone,museum_visitors_pc,library_count,streetlight_density,fountain_count,bench_count_pc,flagpole_count,sister_city_count,log_transport_co2,log_total_co2,log_population,log_pop_density,log_gdp_pc,log_area_km2,log_electricity_price,log_fuel_price
city_002,2011,country_01,0,0,0,0,0,0,6.03,33.97,55.8,4.65,2.13,94.3,23.5,0.1711,0.6226,0.5095,51.8,0,0.61,698,2918,25.27,0.3459,0.6229,0.0313,0.1515,0.3154,0.2521,0.281,229,0,1,2.3,2,70.7,6,5.49,2,7,6.869637956869009,8.921604411045644,13.130329562924553,6.575494163132388,10.45676903533851,6.554787739831727,4.801558999993482,0.37637952721306783
city_002,2012,country_01,0,0,0,0,0,0,6.05,33.52,57.9,4.56,2.06,93.0,25.74,0.1853,0.5491,0.5029,45.3,0,0.42,717,2909,26.16,0.3648,0.6017,0.0335,0.1522,0.317,0.2484,0.2824,229,0,1,2.22,2,74.3,7,5.34,2,7,6.895075225824763,8.908478235950568,13.138762179037464,6.5839623195179975,10.459726215828614,6.554787739831727,4.824305715904762,0.3893357261782807
city_002,2013,country_01,0,0,0,0,0,0,6.4,31.46,60.2,4.69,1.75,91.7,25.02,0.1981,0.4792,0.4668,49.8,0,0.46,602,2900,25.89,0.3626,0.6059,0.0315,0.1556,0.3174,0.2413,0.2857,229,0,1,2.13,2,72.5,7,5.19,2,8,6.896492086703426,8.921230614199875,13.141300924744366,6.586447478880696,10.47333651675158,6.554787739831727,4.870606649492553,0.3940670631557951
city_002,2014,country_01,0,0,0,0,0,0,6.51,31.16,59.1,4.74,1.94,86.2,23.81,0.2237,0.4699,0.4739,42.9,0,0.36,670,2871,25.13,0.3638,0.6056,0.0306,0.1563,0.315,0.2397,0.289,229,0,1,1.93,2,72.9,7,5.18,2,8,6.99191258698886,8.915660538876068,13.144565085388015,6.589751446643967,10.490468337248462,6.554787739831727,4.864452783918174,0.40011750178156913
city_002,2015,country_01,0,0,0,0,0,0,6.65,31.37,58.0,4.83,2.11,92.1,24.83,0.2374,0.4577,0.4952,45.1,0,0.33,657,2920,25.74,0.3663,0.5991,0.0346,0.1583,0.3128,0.2388,0.2902,229,0,1,1.81,2,72.2,7,5.4,2,9,6.953684210870537,8.941152882160566,13.147689935350337,6.592907538457586,10.473845437003453,6.554787739831727,4.881285622068407,0.40945712937770185
city_002,2016,country_01,0,0,0,0,0,0,6.42,31.42,59.2,5.17,2.01,93.1,22.92,0.2206,0.4732,0.5,38.1,0,0.39,720,2871,26.68,0.3667,0.5922,0.0411,0.161,0.3153,0.2389,0.2848,229,0,1,1.69,2,70.4,7,5.41,2,9,7.0034290290504195,8.891401523207106,13.1552506148372,6.600414568867172,10.483494030119285,6.554787739831727,4.8621352857778115,0.42133845726445457
city_002,2017,country_01,0,0,0,0,0,0,6.99,32.12,58.8,5.32,2.31,95.2,22.73,0.2302,0.4277,0.546,40.9,0,0.35,739,2977,26.41,0.3741,0.5843,0.0415,0.1628,0.3181,0.2365,0.2825,229,0,1,1.61,2,68.3,7,5.67,2,9,7.018133186451746,8.912001719335873,13.158473488416385,6.603672785162575,10.49515556414622,6.554787739831727,4.8993312245375815,0.4382549309311553
city_002,2018,country_01,0,0,0,0,0,0,6.98,32.01,59.1,5.34,2.68,89.4,24.79,0.2424,0.4482,0.5357,35.1,0,0.08,804,3032,27.66,0.362,0.5802,0.0578,0.164,0.3184,0.2354,0.2821,229,0,1,1.62,2,68.3,7,5.84,2,9,6.994758322603711,8.893723702426286,13.164987906382796,6.610157541742979,10.474354098387241,6.554787739831727,4.931592086755803,0.43889988419440173
city_002,2019,country_01,0,0,0,0,0,0,7.11,33.03,58.2,5.31,2.83,92.8,25.67,0.2361,0.4354,0.5142,38.1,0,-0.12,691,2964,27.19,0.361,0.5709,0.0681,0.1614,0.3215,0.2341,0.2831,229,0,1,1.66,2,66.9,7,5.99,3,9,6.987951820976414,8.906786337033816,13.169061831663559,6.614323374549749,10.499600568082863,6.554787739831727,4.94021282979971,0.43631757159092904
city_002,2020,country_01,0,0,0,0,0,0,7.37,32.45,60.8,5.26,2.73,90.5,24.0,0.2452,0.3697,0.5287,44.2,0,0.12,715,2962,27.7,0.3434,0.5806,0.0761,0.1628,0.3202,0.2331,0.2839,229,0,1,1.84,2,67.0,7,6.17,3,9,7.01301578963963,8.896807015933968,13.173151544236434,6.61833836923664,10.521021782876922,6.554787739831727,4.939497266262916,0.44404459007563946
city_002,2021,country_01,0,0,0,0,0,0,7.24,32.15,59.7,5.02,2.82,96.0,24.17,0.2218,0.3783,0.5815,38.8,0,0.01,736,3031,29.96,0.337,0.5718,0.0912,0.1657,0.3193,0.2341,0.2809,229,0,1,1.85,2,67.2,8,5.99,3,9,7.027935439238242,8.880738480392946,13.18322891137557,6.628438122861984,10.53153605509994,6.554787739831727,4.955827057601261,0.4593217808988751
city_002,2022,country_01,0,0,0,0,0,0,7.06,32.54,58.5,4.73,2.95,93.8,23.22,0.2413,0.3565,0.5688,49.3,0,0.32,707,2974,32.23,0.3246,0.5738,0.1016,0.1636,0.3194,0.2341,0.2829,229,0,1,1.69,2,64.7,8,6.07,3,9,7.028024111373082,8.902673255591319,13.190332258124975,6.635552777378742,10.554196850398105,6.554787739831727,5.4013251166222656,0.4855078157817008
city_002,2023,country_01,0,0,0,0,0,0,6.76,32.9,58.9,4.65,2.93,101.6,23.39,0.2352,0.348,0.5389,59.9,0,0.07,758,2985,32.53,0.2964,0.59,0.1136,0.1636,0.3201,0.2327,0.2836,229,0,1,1.63,2,63.1,8,6.17,3,9,7.097052449512517,8.906718601500408,13.198477763933278,6.6436595163364975,10.580073347296848,6.554787739831727,5.404027820970151,0.49652383905513103
city_002,2024,country_01,0,0,0,0,0,0,6.68,33.97,60.5,4.63,2.87,99.9,22.95,0.2563,0.4298,0.5633,57.0,0,0.39,765,2944,32.26,0.3019,0.5693,0.1288,0.1639,0.3211,0.2314,0.2835,229,0,1,1.69,2,63.4,8,5.86,3,9,7.0546223547916895,8.94492846817013,13.202079878031977,6.647299192783947,10.584587455185398,6.554787739831727,5.3067814449601665,0.5031965966014995
city_003,2008,country_06,0,0,2012,2014,2011,2013,5.84,31.21,67.6,4.73,2.86,88.0,28.32,0.3167,0.2644,0.4741,31.5,0,-0.79,761,2933,20.73,0.363,0.607,0.03,0.198,0.1914,0.4526,0.158,326,1,1,1.89,3,47.5,8,5.22,4,5,8.223358899479258,9.950609659604863,14.313764488105875,8.81741629536233,10.719582187930941,5.496348217047172,4.787491742782046,0.3307415619122278
city_003,2009,country_06,0,0,2012,2014,2011,2013,6.3,31.69,67.8,4.76,2.84,93.4,29.7,0.2866,0.2782,0.4908,33.0,0,-0.5,741,2917,19.42,0.348,0.6235,0.0285,0.1969,0.1919,0.4539,0.1573,326,1,1,1.83,3,48.1,8,5.39,4,5,8.231588958759422,9.979485166762593,14.309217286002799,8.81287319497908,10.722694532756806,5.496348217047172,4.8307108619020225,0.3343270802748248
city_003,2010,country_06,0,0,2012,2014,2011,2013,5.92,31.72,67.6,4.62,3.05,96.9,28.51,0.2758,0.2182,0.4626,35.9,0,-1.09,723,2931,19.85,0.351,0.6179,0.0311,0.1963,0.1955,0.4533,0.1549,326,1,1,1.79,3,47.1,8,5.51,4,6,8.293024114430288,10.031647670658524,14.304881670825301,8.808533564120246,10.716947898606081,5.496348217047172,4.8895969657192,0.3343270802748248
city_003,2011,country_06,0,0,2012,2014,2011,2013,5.37,31.34,67.3,4.45,3.15,98.2,28.73,0.2713,0.261,0.4852,34.2,0,-0.83,716,2939,20.47,0.3558,0.6127,0.0315,0.1927,0.1984,0.4511,0.1578,326,1,1,2.02,3,43.9,9,5.88,4,6,8.275580123818367,10.023814017598607,14.301279262788393,8.80492526261806,10.713105797383161,5.496348217047172,4.8721392168423305,0.35276731910771536
city_003,2012,country_06,1,0,2012,2014,2011,2013,5.42,32.97,67.5,4.61,3.15,112.1,30.62,0.2544,0.2613,0.4331,39.6,0,-0.55,675,2909,18.68,0.3705,0.5977,0.0317,0.1926,0.199,0.4505,0.1579,326,1,1,2.03,3,43.2,9,6.09,4,6,8.2027289915243,9.932371369744967,14.300213742424692,8.803859748406694,10.730881494783121,5.496348217047172,4.859036909945142,0.36046774217742855
city_003,2013,country_06,1,0,2012,2014,2011,2013,5.48,32.67,68.0,4.5,3.21,117.2,30.7,0.2675,0.2327,0.4186,50.6,0,-0.62,627,2941,18.13,0.3664,0.5948,0.0388,0.1912,0.1992,0.45,0.1596,326,1,1,1.99,3,42.7,9,5.98,5,6,8.12566057383823,9.846043803874423,14.292284963682716,8.795930377386211,10.746282432565001,5.496348217047172,4.9104465668408235,0.36949244764934686
city_003,2014,country_06,1,1,2012,2014,2011,2013,5.71,33.16,68.8,4.43,3.45,115.2,30.11,0.2538,0.2231,0.4195,56.6,0,-0.43,712,2979,18.77,0.3745,0.5846,0.0409,0.1908,0.1998,0.45,0.1594,326,1,1,2.09,3,42.7,9,6.0,5,7,7.820479658976684,9.775267742732218,14.289189923406935,8.79283810710751,10.773713403281205,5.496348217047172,4.945207488773801,0.3852624007906449
city_003,2015,country_06,1,1,2012,2014,2011,2013,5.92,33.24,67.5,4.31,3.68,117.0,27.61,0.2602,0.269,0.4226,62.5,0,-0.46,788,3004,19.77,0.3738,0.5824,0.0439,0.195,0.2009,0.4468,0.1573,326,1,1,2.08,3,43.8,9,6.0,5,7,7.6362696033793735,9.633507864197352,14.286405664725821,8.790055998969668,10.774885515519546,5.496348217047172,4.930870325627393,0.371563556432483
city_003,2016,country_06,1,1,2012,2014,2011,2013,6.08,32.65,65.6,4.48,3.58,114.3,28.97,0.2735,0.2648,0.4838,70.4,1,-0.68,782,3035,21.04,0.3523,0.6004,0.0473,0.1948,0.1992,0.4479,0.158,326,1,1,1.85,3,43.3,9,6.29,5,8,7.379756910890546,9.496060521114423,14.283324291136974,8.786976023980186,10.769347775610917,5.496348217047172,4.967727793084979,0.3839009301923238
city_003,2017,country_06,1,1,2012,2014,2011,2013,5.98,33.38,66.3,4.38,3.46,115.0,30.1,0.2676,0.3385,0.4774,63.8,1,-0.45,725,3050,20.56,0.3418,0.6081,0.0501,0.1951,0.1975,0.4501,0.1572,326,1,1,1.88,3,42.9,9,6.21,5,8,7.15999150449962,9.390517965455727,14.28058078798325,8.784238789017575,10.786965794663733,5.496348217047172,4.997212273764115,0.37912113276856246
city_003,2018,country_06,1,1,2012,2014,2011,2013,5.78,33.15,66.8,4.8,3.4,113.1,28.98,0.2653,0.3687,0.5201,63.6,1,-0.46,741,3047,21.65,0.3452,0.5948,0.06,0.1949,0.1957,0.4505,0.1589,326,1,1,1.58,3,43.6,9,5.91,5,8,6.911448450819755,9.242526786978834,14.277489575968037,8.781140817090137,10.799534759933223,5.496348217047172,4.971201224850849,0.3756929497744942
city_003,2019,country_06,1,1,2012,2014,2011,2013,5.91,34.12,67.0,4.75,3.46,114.8,28.56,0.2515,0.3624,0.5605,64.2,1,-0.69,726,3166,23.78,0.3336,0.5938,0.0726,0.1917,0.1985,0.4532,0.1566,326,1,1,1.79,3,45.3,9,5.89,5,8,6.754137790316538,9.145118951048953,14.271224448480563,8.774869561781612,10.805679360030782,5.496348217047172,4.997212273764115,0.3811724155391198
city_003,2020,country_06,1,1,2012,2014,2011,2013,6.15,34.75,68.6,4.59,3.25,112.8,28.41,0.232,0.3887,0.5479,51.3,1,-0.24,648,3164,24.14,0.3124,0.6054,0.0822,0.1889,0.1963,0.4565,0.1583,326,1,1,1.81,3,47.7,10,5.82,5,8,6.568499170984308,9.065430200180375,14.266640952894345,8.770299346928153,10.801186523719151,5.496348217047172,5.038898759369115,0.39608794629556743
city_003,2021,country_06,1,1,2012,2014,2011,2013,6.43,34.8,70.8,4.68,3.4,120.5,26.73,0.2264,0.4085,0.5742,47.7,1,-0.11,682,3162,27.27,0.2933,0.6113,0.0954,0.189,0.1952,0.4561,0.1597,326,1,1,1.72,3,47.9,10,6.08,5,9,6.517818972491599,9.03607031469271,14.262476470149346,8.766129238032883,10.823132652222856,5.496348217047172,5.012633296758929,0.40011750178156913
city_003,2022,country_06,1,1,2012,2014,2011,2013,6.82,34.59,74.0,4.91,3.25,121.4,26.35,0.2545,0.4218,0.5369,49.2,1,0.31,705,3170,29.22,0.2891,0.6029,0.108,0.1908,0.1953,0.4597,0.1542,326,1,1,1.83,3,48.0,10,6.2,5,9,6.402083020456941,8.952437142280175,14.256879345485451,8.760531450015966,10.82353123327959,5.496348217047172,5.447168313280391,0.4265740713183996
city_003,2023,country_06,1,1,2012,2014,2011,2013,6.64,35.45,72.0,4.72,3.14,108.2,25.86,0.2722,0.3652,0.5262,50.5,1,0.1,647,3144,29.63,0.2902,0.5945,0.1153,0.1915,0.1948,0.4605,0.1532,326,1,1,1.91,3,45.9,10,6.31,6,9,6.347038885602681,8.936876736761958,14.253451245977908,8.757107327046137,10.82677375892267,5.496348217047172,5.427589702252176,0.45298462407614076
city_003,2024,country_06,1,1,2012,2014,2011,2013,6.33,35.88,70.8,4.91,3.04,103.0,26.21,0.272,0.3412,0.5525,55.6,1,0.21,655,3077,32.63,0.2821,0.5945,0.1234,0.1916,0.1952,0.4587,0.1544,326,1,1,1.96,3,47.6,10,5.9,6,9,6.360611392542035,8.888108261764996,14.252456245112926,8.756115599233471,10.83220080440884,5.496348217047172,5.353278924622011,0.45615822242368254
city_004,2008,country_04,0,0,2014,0,2009,0,5.55,36.39,69.2,4.28,2.83,64.7,21.32,0.3488,0.3205,0.7395,65.7,0,-0.03,721,3004,22.36,0.3773,0.5927,0.03,0.2551,0.2934,0.1125,0.339,149,1,2,7.15,2,53.3,4,8.89,2,3,6.073044534100405,8.058390595717398,12.91816914824853,7.253824177133645,10.175725983494056,5.664348405410794,4.822697998516666,0.4027948795522855
city_004,2009,country_04,0,0,2014,0,2009,0,6.06,35.83,69.0,4.66,2.96,70.0,20.91,0.3647,0.3657,0.6623,60.5,0,-0.18,777,2997,22.7,0.3891,0.5769,0.034,0.2541,0.2951,0.11,0.3408,149,1,2,7.31,2,52.4,4,9.22,2,3,6.056784013228625,7.9991750970687425,12.9141774017231,7.249854511468482,10.155568353744936,5.664348405410794,4.832305758571839,0.4047982191204607
city_004,2010,country_04,0,0,2014,0,2009,0,6.25,35.12,68.2,4.62,3.38,68.0,21.45,0.3619,0.384,0.6253,54.4,0,0.53,778,3029,23.26,0.3906,0.5722,0.0373,0.2578,0.2967,0.1085,0.3371,149,1,2,7.39,2,54.5,4,9.64,2,3,6.092666427616949,7.996586555795141,12.90833069578345,7.2440132069266,10.165390172000421,5.664348405410794,4.8543712716215905,0.40011750178156913
city_004,2011,country_04,0,0,2014,0,2009,0,6.36,34.1,67.5,4.59,3.18,73.1,21.18,0.3645,0.4239,0.6184,56.1,0,0.09,744,3076,25.22,0.3814,0.5797,0.0389,0.2569,0.298,0.1082,0.3369,149,1,2,7.33,2,52.5,4,9.24,2,3,6.132529987386585,8.0430530184581,12.904396404458934,7.240076053052299,10.13479766651673,5.664348405410794,4.8621352857778115,0.4054651081081644
city_004,2012,country_04,0,0,2014,0,2009,0,6.52,33.84,67.2,4.66,3.18,80.9,21.65,0.3553,0.4092,0.6154,57.0,0,0.37,736,3062,27.44,0.387,0.5715,0.0416,0.2561,0.2978,0.1082,0.3379,149,1,2,7.19,2,54.7,5,9.42,2,3,6.0919883848742815,8.047125560122415,12.901754112072892,7.23741867367402,10.179830580317915,5.664348405410794,4.888844237042334,0.40011750178156913
city_004,2013,country_04,0,0,2014,0,2009,0,6.24,34.16,68.0,4.71,3.18,75.5,21.11,0.3722,0.3593,0.6085,42.9,0,0.18,868,3020,28.5,0.3824,0.5746,0.043,0.2568,0.2954,0.1062,0.3416,149,1,2,7.03,2,54.8,6,9.31,2,3,5.919968545402912,8.081413195305714,12.89969971092697,7.235330915095594,10.194252368447813,5.664348405410794,4.896346147694128,0.41144717978571177
city_004,2014,country_04,1,0,2014,0,2009,0,5.92,34.02,67.9,4.85,3.2,81.0,21.09,0.3923,0.3155,0.5689,42.8,0,0.34,798,3005,28.17,0.3767,0.576,0.0473,0.2573,0.2926,0.1081,0.342,149,1,2,6.83,2,54.8,6,9.26,2,3,5.655642099328266,8.039512166242549,12.89764358447375,7.233311003861999,10.18244416866955,5.664348405410794,4.9104465668408235,0.4101209196443583
city_004,2015,country_04,1,0,2014,0,2009,0,5.7,34.09,68.2,4.73,3.07,83.0,21.73,0.4015,0.3306,0.5383,46.8,0,0.51,750,3022,29.49,0.3815,0.5681,0.0503,0.2601,0.2933,0.1071,0.3395,149,1,2,6.65,2,52.2,6,8.76,2,3,5.596197263976263,7.960567927403322,12.891593318067962,7.227226673923325,10.227814909184653,5.664348405410794,4.9082333604781745,0.40945712937770185
city_004,2016,country_04,1,0,2014,0,2009,0,5.67,33.74,66.8,4.71,3.15,86.2,22.39,0.4071,0.3701,0.583,41.7,0,0.91,750,2999,31.41,0.3682,0.5816,0.0502,0.2613,0.2944,0.1062,0.3382,149,1,2,6.48,2,51.2,6,9.36,4,3,5.5254529391317835,7.890807060346961,12.88718266932961,7.22285794700991,10.24427190716996,5.664348405410794,4.954417614098027,0.40879289820083897
city_004,2017,country_04,1,0,2014,0,2009,0,5.86,33.59,68.6,4.59,3.5,96.4,20.24,0.4044,0.3875,0.5871,41.6,0,0.35,702,3020,31.29,0.3694,0.5794,0.0512,0.2629,0.2932,0.1051,0.3388,149,1,2,6.38,2,49.4,6,8.89,4,3,5.565286397402276,7.844162314441117,12.882470333232003,7.21810352193283,10.24987475870638,5.664348405410794,4.9670316566141235,0.41144717978571177
city_004,2018,country_04,1,0,2014,0,2009,0,5.99,33.42,68.2,4.42,3.46,90.9,19.89,0.3994,0.3779,0.5161,34.8,0,0.62,746,3049,31.73,0.3691,0.5702,0.0607,0.2618,0.2959,0.1017,0.3406,149,1,2,6.32,2,52.0,6,8.85,4,4,5.49141399650995,7.765569081097317,12.878907418878235,7.214577994961301,10.296711374221939,5.664348405410794,5.006627272698717,0.42395969074432877
